Nom;Nom alternatiu;Tipus;Continent;Unitat de relleu;País;Cimera;Regió;Altitud;Classificació per alçada;Latitud;Longitud;Descripció;Keywords;
Tourrát;;aguja;Europa;Pirineos;España;;;3.014 m;tres mil;;;Pico de 3.014 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Tres Cruces;;cerro;América del Sur;Andes;Argentina, Chile;;Puna de Atacama;6.748 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Tres Cruces Central;;cerro;América del Sur;Andes;Chile;;Puna de Atacama;6.629 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Tres Cruces Norte;;cerro;América del Sur;Andes;Chile;;Puna de Atacama;6.030 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Tres Kandú;;cerro;América del Sur;Cordillera del Ybytyruzú;Paraguay;;Departamento de Guairá;842 m;menor de 1000;25° 54' 6'' S;56°9' 36'' O;También conocido como cerros Peró o cerro Perõ o Tres Kandu (en guaraní), situado en el Departamento de Guairá, es el punto más alto de Paraguay, con 842 m sobre el nivel del mar.1 Se encuentra ubicado. Forma parte de la cordillera del Ybytyruzú, en la jurisdicción del municipio de General Eugenio Garay, un punto estratégico para las radiocomunicaciones del Paraguay en el pasado. Se sabe de otros tres cerros que llevan el nombre Perõ, dos de los cuales pertenecen a la misma cordillera. Están ubicados en las cercanías de Villarrica y Mbuyapey, con altitudes de 420 y 445 metros sobre el nivel del mar. La ciudad de Paraguarí, que está situada a 66 km de la ciudad de Asunción, también cuenta con un cerro del mismo nombre.;cerros,alto,cordillera,altitudes;
Tres Picachos;;cerro;América Central;Cordillera Central;Puerto Rico;;Ciales, Jayuya (Coabey);1.205 m;mil;;;Cumbre de la Cordillera Central puertorriqueña, situada en el municipio de Ciales y Jayuya (Coabey).;Cumbre,Cordillera,Central,Jayuya;
Tres Picos;;cerro;América del Sur;Sistema de la Ventanía;Argentina;;Sierra de la Ventana;1.243 m;mil;38º 8' S;61º 58' O;Cerro de 1.243 m de altura, el más alto de la provincia de Buenos Aires y de toda la región de La Pampa, ubicado en la sierras de la Ventana, sistema de la Ventanía, al suroeste de la provincia. Geológicamente, es de origen precámbrico. Su ascensión por la vía normal no presenta ninguna dificultad, aunque también ofrece paredes para la práctica de la escalada en roca de diverso grado.El cerro Tres Picos es el punto culminante de la sierra de la Ventana, un cordón montañoso de 180 km de extensión y de 60 km de máxima anchura con orientación noroeste-sureste, a 557 km de la capital de la provincia, la Ciudad Autónoma de Buenos Aires, en el parque provincial Ernesto Tornquist, y a 50 km de la ciudad de Tornquist.Sin ninguna duda la más conocida turísticamente es la sierra de la Ventana, pues en ella no sólo se encuentran los mejores atractivos sino también las mayores elevaciones. En las cercanías del cerro Tres Picos, el más alto de todo el sistema, destacan el cerro Napostá de 1.110 m, el cerro Destierro de 1.172 m, el cerro de la Ventana de 1.136 m, el cerro de la Carpa de 1.066 m, y el cerro Bahía Blanca de 739 m. En otras sierras también destacan el cerro La Sofía de 959 m, el cerro Áspero de 800 m, el cerro Agua Blanca de 800 m, el cerro Gran Chaco de 865 m, el cerro Curamalal Grande de 741 m, el cerro Pan de Azúcar de 741 m, y el cerro Guanaco de 929 m.;Cerro,altura,alto,Aires,región,sierras,Ventana,sistema,precámbrico,ascensión,vía,normal,dificultad,paredes,escalada,roca,Picos,cordón,montañoso,extensión,orientación,Carpa,Bahía Blanca,Agua,Grande,Pan de Azúcar;
Tres Quebradas;;cerro;América del Sur;Andes;Argentina, Chile;;Puna de Atacama;6.239 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Trident;;pico;África;Montañas Ruwenzori;Uganda;;Monte Speke;4.572 m;quatre mil;;;Cumbre secundaria del monte Speke.;Cumbre,monte,Speke;
Trigo;;monte;América del Sur;Andes;Perú;;;5.820 m;cinc mil;16° 12' S;71° 32' O;También conocida simplemente como cumbre sureste del nevado Chachani, de 5.820 m. La ruta de ascensión es común con la ruta de La Azufrera o vía normal del Chachani hasta el collado de 5.550 m. Desde el collado hay que seguir hacia la izquierda (sureste) para continuar por la loma cruzando neveros y pedreros, y ganando altura sin dificultad hasta llegar a la cumbre del monte Trigo en 1:30-2 h.;cumbre,nevado,nevado,Chachani,ruta,ascensión,vía,normal,collado,loma,neveros,altura,dificultad,monte;
Trivor;;pico;Asia;Karakórum;Pakistán;;Cachemira;7.577 m;set mil;;;Pico de 7.577 m de altura sobre el nivel del mar, situado en la cordillera del Karakórum.;Pico,altura,cordillera,Karakórum;
Tronador;;cerro;América del Sur;Andes;Argentina, Chile;;;3.491 m;tres mil;1° 9' 25'' S;71° 53' 4'' O;Cerro de 3.491 metros de altura sobre el nivel del mar, situado a 90 km de la ciudad de San Carlos de Bariloche (Argentina), con tres cumbres principales: cumbre Internacional, cumbre Chilena y cumbre Argentina. Se caracteriza por estar rodeado de formaciones glaciares. La ascensión de su cumbre principal no presenta grandes dificultades técnicas, pero requiere de experiencia en alta montaña y en la progresión en nieve y hielo.También se conoce como pico Matteoda. El nombre del cerro podría tener su origen en las frecuentes caídas de seracs en los glaciares, que producen estruendos similares a los de los truenos.Rodeado por siete glaciares, el cerro Tronador se levanta hasta una altura sólo superada en los alrededores por el volcán Lanín, a más de 100 km al norte. De origen volcánico, posee tres cumbres claramente distinguibles: la cumbre principal, de 3491 m, límite fronterizo entre Argentina y Chile, y conocida como cumbre Internacional, la cumbre Chilena, de 3.410 m, y el pico Argentino, de 3.554 m.;Cerro,altura,cumbres,glaciares,ascensión,dificultades,experiencia,alta montaña,progresión,nieve,hielo,pico,seracs,volcán,Lanín;
Tuc De Mulleres;;pico;Europa;Pirineos;España;;;3.010 m;tres mil;;;Pico de 3.010 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Tuca De Las Culebras;;pico;Europa;Pirineos;España;;;3.061 m;tres mil;;;Pico de 3.061 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Tuca de Llardaneta;;pico;Europa;Pirineos;España;;;3.311 m;tres mil;;;Pico de 3.311 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Tuca De Lliterola;;pico;Europa;Pirineos;España;;;3.095 m;tres mil;;;Pico de 3.095 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Tuca del Collado de Coronas;;pico;Europa;Pirineos;España;;;3.286 m;tres mil;;;Pico de 3.286 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Tuca Del Forao De La Neu;;pico;Europa;Pirineos;España;;;3.080 m;tres mil;;;Pico de 3.080 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Tupungato;;cerro;América del Sur;Andes;Argentina, Chile;;Andes centrales;6.565 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Tuqueta Roya;;pico;Europa;Pirineos;España;;;3.273 m;tres mil;;;Pico de 3.273 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Turó de l'Home;;pico;Europa;Montseny;España;;Cataluña;1.712 m;mil;;;Pico más alto del macizo del Montseny, con una altura de 1.712 m sobre el nivel del mar. Se puede acceder fácilmente en vehículo particular hasta metros de la cima por un desvío asfaltado de la carretera BV-5114. En la cima cuenta con uno de los observatorios más antiguos de Cataluña, con datos que remontan a 1880. Durante muchos años estuvo instalada en la cima de la montaña una guarnición militar. El macizo del Montseny forma parte de la Cordillera Prelitoral catalana, y está situado en el límite de las comarcas del Vallés Oriental, La Selva y Osona, constituyendp una barrera entre la Depresión Prelitoral Catalana y la Plana de Vic, y separado de las Guillerías por una fractura.;Pico,alto,macizo,Montseny,altura,cima,montaña,Cordillera,Vall,Selva,Depresión,fractura;
Turon De Néouvielle;;pico;Europa;Pirineos;España;;;3.035 m;tres mil;;;Pico de 3.035 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Tusse De Remuñe;;pico;Europa;Pirineos;España;;;3.041 m;tres mil;;;Pico de 3.041 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Tyree;;monte;Antártida;Cordillera Oeste Antártica;Antártida;;;4.852 m;quatre mil;;;Montaña situada en la cordillera Oeste Antártica (Antártida).;Montaña,cordillera;
Ultar Sar;;pico;Asia;Karakórum;Pakistán;;Cachemira;7.388 m;set mil;;;Pico de 7.388 m de altura sobre el nivel del mar, situado en la cordillera del Karakórum.;Pico,altura,cordillera,Karakórum;
Urbión;;pico;Europa;Sistema Ibérico;España;;;2.228 m;dos mil;;;Pico de 2.228 m de altura sobre el nivel del mar, situado en el Sistema Ibérico.;Pico,altura,Sistema Ibérico;
Uturuncu;;cerro;América del Sur;Andes;Bolivia;;;6.008 m;sis mil;;;Montaña de la cordillera de los Andes, en el departamento de Potosí (Bolivia).;Montaña,cordillera,Andes;
Valikhanova;;pico;Asia;Tian Shan;Kirguistán;;;6.300 m;sis mil;;;Pico de 6.300 m de altura sobre el nivel del mar situado en la cordillera Tian Shan.;Pico,altura,cordillera,Tian Shan;
Vallecitos;;cerro;América del Sur;Andes;Argentina;;Cordón del Plata;5.770 m;cinc mil;;;Montaña de la cordillera de los Andes, en el Cordón del Plata (Argentina).;Montaña,cordillera,Andes,Cordón;
Valnera;;pico;Europa;Cordillera Cantábrica;España;;;1.718 m;mil;;;Pico de 1.718 m de altura sobre el nivel del mar, situado en la Cordillera Cantábrica.;Pico,altura,Cordillera Cantábrica;
Vaquiña;;cerro;América Central;Cordillera Central;Puerto Rico;;Adjuntas (Guilarte);1.030 m;mil;;;Cumbre de la Cordillera Central puertorriqueña, situada en el municipio de Adjuntas (Guilarte).;Cumbre,Cordillera,Central,Guilarte;
Veladero;;cerro;América del Sur;Andes;Argentina;;Puna de Atacama;6.436 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Veleta;;pico;Europa;Cordillera Penibética;España;;;3.396 m;tres mil;;;Pico de 3.396 m de altura sobre el nivel del mar, situado en Sierra Nevada, en la Cordillera Penibética.;Pico,altura,Sierra,Nevada,Cordillera;
Verdaguer;;pico;Europa;Pirineos;España;;;3.131 m;tres mil;;;Pico de 3.131 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Vicuñas;;cerro;América del Sur;Andes;Chile;;Puna de Atacama;6.067 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Viejo;;pico;África;Macizo del Teide;España;;Islas Canarias;3.135 m;tres mil;28º 15´´ N;16º 40´´ O;Volcán, segundo pico más alto de la isla de Tenerife, en las Islas Canarias (España), en el macizo del Teide (Parque Nacional del Teide). Geográficamente se encuentra en África. Junto con el Teide es uno de las dos únicas montañas canarias que sobrepasan los 3.000 metros de altitud. Forma parte del complejo volcánico Pico Viejo-Teide, originado hace aproximadamente 200.000 años en el centro de la isla. Su cráter, de unos 800 metros de diámetro, es uno de los cráteres satélites que se reparten alrededor del pico Teide. En 1798 entró en erupción y dio origen a las llamadas Narices del Teide.;Volcán,segundo,segundo,pico,alto,macizo,montañas,altitud,erupción;
Vinson;;monte;Antártida;Cordillera Sentinel;Chile;;Polo Sur;4.897 m;quatre mil;78º 32´ S;85º 38´ O;Constituye la elevación más alta del continentes de la Antártida, con 4.897 m de altura sobre el nivel del mar, situado en la cadena de los montes Ellsworth, en la cordillera Centinela, catalogada por primera vez en 1958. Forma en sí un macizo homónimo. Desde el punto de vista técnico su ascensión no presenta grandes dificultades, aunque la climatología extrema del continente lo convierte en un reto alpinístico importante, además de ser uno de los seven submits o siete cumbres, las más altas de los cinco continentes.;elevación,continentes,altura,cadena,montes,cordillera,Centinela,primera,macizo,ascensión,dificultades,climatología,alpinístico,cumbres;
Vostochnaya;;pico;Asia;Tian Shan;China, Kirguistán;;;7.039 m;set mil;;;Pico de 7.039 m de altura sobre el nivel del mar situado en la cordillera Tian Shan. Hay otras mediciones que lo sitúan a 6762 m de altura. También recibe el nombre de pico este del Pobeda.;Pico,altura,cordillera,Tian Shan,Pobeda;
Wade;;monte;Antártida;Montañas Príncipe Olav;Antártida;;;4.084 m;quatre mil;;;montañas situada en las montañas Príncipe Olav (Antártida).;montañas;
Wilhelm;;monte;Oceanía;Cordillera Bismarck;Papúa y Nueva Guinea;;Nueva Guinea;4.509 m;quatre mil;5° 48' S 145° 02' E;;Montaña más alta de Papúa y Nueva Guinea, al oeste de la isla de Nueva Guinea, en la cordillera Bismarck, con 4.509 m de altura sobre el nivel del mar. También se le conoce como Enduwa Kombuglu en la lengua local kuman.;Montaña,cordillera,altura;
Xaltonali;;cerro;América del Norte;Cordillera Neovolcánica;México;;;3.911 m;tres mil;;;Montaña situada en la cordillera Neovolcánica (México).;Montaña,cordillera;
Xueleng;;pico;Asia;Tian Shan;China;;;6.627 m;sis mil;;;Pico de 6.627 m de altura sobre el nivel del mar situado en la cordillera Tian Shan.También recibe el nombre de pico Xuelian.;Pico,altura,cordillera,Tian Shan;
Yanamax;;pico;Asia;Tian Shan;China;;;6.541 m;sis mil;;;Pico de 6.541 m de altura sobre el nivel del mar situado en la cordillera Tian Shan.;Pico,altura,cordillera,Tian Shan;
Yangra o Ganesh I;;pico;Asia;Himalaya;Nepal, Tíbet;;;7.422 m;set mil;;;Pico de 7.422 m de altura sobre el nivel del mar, el más alto del Ganesh Himal, una de las subcordilleras del Himalaya. Es un pico poco visitado, que se caracteriza por su verticalidad con respecto a los valles circundantes sobre los que se eleva: el valle Budhi Gandaki y el Trisuli Gandaki, al noroeste de Kathmandú, en la frontera entre Nepal y el Tíbet, al este-sudeste del Manaslu, el ochomil más cercano.;Pico,altura,alto,Himalaya,valles,valles,frontera,Manaslu,ochomil;
Yayamari;;cerro;América del Sur;Andes;Perú;;Andes peruanos;6.049 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Yerupajá;;cerro;América del Sur;Andes;Perú;;Andes peruanos;6.617 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Yerupaja Chico;;cerro;América del Sur;Andes;Perú;;Andes peruanos;6.121 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Yoloxóchitl;;cerro;América del Norte;Cordillera Neovolcánica;México;;México;3.740 m;tres mil;;;Montaña situada en el Distrito Federal de México (México).;Montaña;
Yukshin Gardan Sar;;pico;Asia;Karakórum;Pakistán;;Cachemira;7.469 m;set mil;;;Pico de 7.469 m de altura sobre el nivel del mar, situado en la cordillera del Karakórum.;Pico,altura,cordillera,Karakórum;
Yutmaru Sar;;pico;Asia;Karakórum;Pakistán;;Cachemira;7.283 m;set mil;;;Pico de 7.283 m de altura sobre el nivel del mar, situado en la cordillera del Karakórum.;Pico,altura,cordillera,Karakórum;
Zempoala;;cerro;América del Norte;Corredor ecológico Ajusco-Chichinautzin;México;;México;3.690 m;tres mil;;;Montaña situada dentro del parque nacional Lagunas de Zempoala, en una zona de origen volcánico localizada entre las ciudades de Cuernavaca, Toluca y México. Predomina un clima semifrío y húmedo. Las lagunas están rodeadas de bosques de coníferas, helechos y líquenes. La antigua actividad volcánica define el actual relieve montañoso, conformado por dos estructuras geomorfológicas diferenciables. La primera es un amplio talud de suave declive y pequeñas irregularidades topográficas en la parte norte del Parque. ;Montaña,Lagunas,zona,clima,bosques,relieve,montañoso,geomorfológicas,primera,talud,declive;
Zorge;;pico;Asia;Tian Shan;China, Kirguistán;;;6.210 m;sis mil;;;Pico de 6.210 m de altura sobre el nivel del mar situado en la cordillera Tian Shan.;Pico,altura,cordillera,Tian Shan;
